Name,Type,Episodes,Studio,Tags,Rating,Release_year
YOASOBI: Ano Yume wo Nazotte,Music,,,Romance,3.36,2020.0
Genji Tsuushin Agedama,TV,51.0,Gallop,"Action, Comedy, Sci Fi, Parody",3.36,1991.0
Heavy Object Recap,TV Sp,,J.C.Staff,"Action, Mecha, Sci Fi, Military, Recap, Based on a Light Novel",3.36,2015.0
Eyeshield 21: Jump Festa 2005,Other,,Gallop,"Comedy, Shounen, Sports, Football, Shorts, Based on a Manga",3.36,2005.0
The Diary of Ochibi,Web,1.0,Khara,"Seinen, Slice of Life, Japan Animator's Exhibition, No Dialogue, Shorts, Stop Motion Animation, Based on a Manga",3.36,2015.0
Di Gi Charat Ohanami Special,OVA,4.0,MADHOUSE,"Comedy, Aliens, Chibi, Gag, Non-Human Protagonists, Short Episodes",3.36,2001.0
Ushio and Tora: Comically Deformed Theater,Other,,,"Comedy, Shounen, Supernatural, Based on a Manga",3.36,1993.0
Space Adventure Cobra Pilot,Other,,TMS Entertainment,"Action, Adventure, Sci Fi, Shounen, Aliens, Outer Space, Space Pirates, Based on a Manga",3.36,1981.0
Black Jack: Karte NG Extras,DVD S,,Tezuka Productions,"Comedy, Shounen, Doctors, Gag, Medical, Slapstick, Based on a Manga",3.36,2007.0
Shimajirou Hesoka,TV,101.0,St. Signpost,"Comedy, Fantasy, Slice of Life, Animal Protagonists, Anthropomorphic, Family Friendly, Non-Human Protagonists",3.36,2010.0
Sarangi Ona Bom,Web,1.0,,"Romance, Slice of Life, Korean Animation, Shorts",3.36,2017.0
C³,TV,12.0,SILVER LINK.,"Comedy, Ecchi, Fantasy, Magic, School Life, Based on a Light Novel",3.36,2011.0
Shinjuku Shin-chan Patrol: Warui Otona ni Ki wo Tsukete,Web,1.0,,"Educational, Family Friendly, Superheroes",3.36,2008.0
Hato no Oyome-san,TV,22.0,DLE,"Comedy, Short Episodes",3.36,2011.0
One Nyan Monogatari,Music,,,"Animal Protagonists, Cats, Dogs, Minna no Uta, Non-Human Protagonists",3.36,2002.0
Yumehito: Yumejin,Music,,,"Family Friendly, Minna no Uta",3.36,2007.0
Hanasaka Nyanko,Music,,,Minna no Uta,3.36,2019.0
Hiiragi Kirai: Eureka,Music,,,"Abstract, Vocaloid",3.36,2021.0
Pokemon: Mewtwo - Prologue to Awakening,Movie,,OLM,"Fantasy, Shounen, Family Friendly, Monsters, Based on a Video Game",3.36,2013.0
Forza! Mario,TV,26.0,Spring 2002,"Sports, Animal Protagonists, Anthropomorphic, Non-Human Protagonists, Soccer",3.36,2002.0
The House of Greed,Movie,,,"Horror, No Dialogue, Shorts, Violence",3.36,2012.0
Sunday Without God: Memories,DVD S,,MADHOUSE,"Drama, Ecchi, Fantasy, Post-apocalyptic, Based on a Light Novel",3.36,2014.0
Hiiro no Kakera Taizen: Totsugeki! Tonari no Ikemens,OVA,1.0,Studio DEEN,,3.36,2013.0
Road to You: Hoshifuruoka no Yakusoku,Other,,Sunrise,"Drama, Astronomy, Promotional, Shorts",3.36,2018.0
Real Drive,TV,26.0,Production I.G,"Sci Fi, Dream World, Original Work",3.36,2008.0
Oh! 96-kku,Web,1.0,,Slice of Life,3.36,2016.0
Ultraman: Chou Toushi Gekiden - Suisei Senjin Tsuifon Toujou,OVA,1.0,,"Action, Sci Fi, Shounen, Superheroes, Superpowers",3.36,1996.0
Dame x Prince Anime Caravan,TV,12.0,Studio Flad,"Fantasy, Romance, Based on a Mobile Game",3.36,2018.0
Momotarou Densetsu,TV,51.0,Knack,"Adventure, Comedy, Fantasy, Japanese Mythology, Based on a Video Game",3.36,1989.0
Gamba to Kawauso no Bouken,Movie,,TMS Entertainment,"Adventure, Animal Protagonists, Anthropomorphic, Non-Human Protagonists",3.36,1991.0
Ninja Hattori Returns,TV,52.0,Shin-Ei Animation,"Comedy, Shounen, Ninja, Based on a Manga",3.36,2012.0
"Letchu, Getchu, Saru Getchu Episode 0",Other,,,"Comedy, Animal Protagonists, Anthropomorphic, Non-Human Protagonists, Based on a Video Game, CG Animation",3.36,
Vegetable Fairies N.Y.SALAD,TV,26.0,Spring 2007,"Anthropomorphic, Family Friendly, Food and Beverage, Food Protagonists, Non-Human Protagonists, Short Episodes",3.36,2007.0
Biriken Nandemo Shoukai,TV,22.0,Shin-Ei Animation,"Adventure, Comedy, Animal Protagonists, Non-Human Protagonists, Based on a Manga",3.36,1989.0
Mr. Pen Pen,TV Sp,,Shin-Ei Animation,"Comedy, Shoujo, Animal Protagonists, Birds, Non-Human Protagonists, Penguins, Royalty, Based on a Manga",3.36,1986.0
Oh! My Konbu,TV,22.0,,"Comedy, Shounen, Slice of Life, Cooking, Food and Beverage, Based on a Manga",3.36,1991.0
Project Blue Earth SOS,TV,,A.C.G.T,"Action, Sci Fi, Aliens, Military",3.36,2006.0
Cells at Work! Commercial,Web,1.0,David Production,"Anthropomorphic, Medical, Non-Human Protagonists, Promotional, Based on a Manga, Violence",3.36,2017.0
Soprano Rain,Music,,,"Family Friendly, Minna no Uta",3.36,2012.0
Digimon Frontier,TV,50.0,Toei Animation,"Action, Adventure, Sci Fi, Shounen, Family Friendly, Monster-of-the-week, Monsters, Person in a Strange World",3.36,2002.0
Dragon Ball Super: Annecy Festival 60th Anniversary,Other,,Toei Animation,"No Dialogue, Promotional",3.36,2021.0
Osamu to Musashi,Movie,,Tezuka Productions,"Family Friendly, Insects, Shorts",3.36,1994.0
Magical Angel Creamy Mami: Long Goodbye,OVA,1.0,Pierrot,"Magical Girl, Sci Fi, Aliens, Henshin Heroes, Magic, Non-Human Protagonists, Original Work",3.36,1985.0
amazarashi: Mudai,Music,,,"Illness, CG Animation",3.36,2013.0
Ghost Slayers Ayashi: Ayashi Divine Comedy,DVD S,,Bones,"Action, Fantasy, Demons, Feudal Japan, Original Work",3.36,2007.0
NAKAIMO: My little sister is among them!,TV,12.0,Studio Gokumi,"Comedy, Ecchi, Harem, Romance, Childhood Promise, School Life, Based on a Light Novel, Nudity",3.36,2012.0
Magimoji Rurumo,TV,12.0,J.C.Staff,"Comedy, Ecchi, Fantasy, Shounen, Apprenticeship, Magic, Witches, Based on a Manga",3.36,2014.0
Rilakkuma: Chairoikoguma no Hoshifuru Yoru,Web,1.0,,"Animal Protagonists, Bears, No Dialogue, Non-Human Protagonists, Promotional, San-X Characters, Shorts",3.36,2019.0
Kotenkotenko,TV,52.0,IMOVE,"Comedy, Fantasy, Angels, Family Friendly, Non-Human Protagonists",3.36,2005.0
Mey-chan: Nanba Anain,Music,,Creators in Pack,,3.36,2020.0
Stray Sheep Poe no Chicchana Daibouken,TV,12.0,Robot,"Comedy, Animal Protagonists, Non-Human Protagonists, Short Episodes",3.36,2001.0
Astro Boy: The Glorious Earth,Movie,,,"Shounen, Androids, Non-Human Protagonists, Robots, Based on a Manga",3.36,2004.0
Gamba no Bouken,TV,26.0,TMS Entertainment,"Adventure, Animal Protagonists, Non-Human Protagonists, Based on a Novel",3.36,1975.0
Code Geass Gaiden: Boukoku no Akito Picture Drama,DVD S,,Sunrise,"Comedy, Sci Fi, Picture Drama",3.36,2013.0
Hello Jadoo,TV,20.0,Summer 2011,"Comedy, Slice of Life, Family Friendly, Korean Animation, Short Episodes, Based on a Manga",3.36,2011.0
Tokyo 7th Sisters: Start Line / Stay Gold,Music,,,Idols,3.36,2017.0
rerulili: Byoushin Zenkai Girl,Music,,,Vocaloid,3.36,2017.0
yourness: Kago no Naka ni Tori,Music,,Doga Kobo,,3.36,2020.0
Dragon Drive,TV,38.0,MADHOUSE,"Action, Adventure, Comedy, Fantasy, Dragons, Person in a Strange World",3.36,2002.0
Panzer World Galient OVA,OVA,3.0,Sunrise,"Action, Mecha, Sci Fi, Original Work",3.36,1986.0
Fire Tripper,OVA,1.0,Pierrot,"Shounen, Feudal Japan, Person in a Strange World, Time Travel, Based on a Manga",3.36,1985.0
Recorder and Randsell OVA,OVA,2.0,Seven,"Comedy, Seinen, Short Episodes, Based on a 4-Koma Manga, Based on a Manga",3.36,2012.0
Wakusei Robo Danguard A: Uchuu Daikaisen,Movie,,Toei Animation,"Mecha, Sci Fi",3.36,1978.0
halyosy: Pain Eraser,Music,,,Vocaloid,3.35,2018.0
The Good Witch of the West,TV,13.0,Hal Film Maker,"Action, Adventure, Drama, Fantasy, Romance, Based on a Light Novel",3.35,2006.0
Tsukuyomi -Moon Phase- Special,DVD S,,SHAFT,"Comedy, Fantasy, Vampires, Based on a Manga",3.35,2006.0
"Oishinbo: Kyuukyoku Tai Shikou, Chouju Ryouri Taiketsu!!",TV Sp,,Shin-Ei Animation,"Drama, Seinen, Food and Beverage, Based on a Manga",3.35,1992.0
Manga Nippon Mukashibanashi (1976),TV,147.0,,"Fantasy, Family Friendly, Historical, Japanese Mythology, Supernatural",3.35,1976.0
LocoDol,TV,12.0,feel.,"Seinen, Slice of Life, Idols, Based on a Manga",3.35,2014.0
Chobitto Zukan,TV,52.0,Kachidoki Studio,"Comedy, Family Friendly, Short Episodes",3.35,2016.0
Capsule Boy,TV,26.0,,"Sci Fi, Family Friendly, Korean Animation, Proxy Battles, CG Animation, Original Work",3.35,2016.0
The World of Golden Eggs,TV,26.0,Studio Crocodile,"Comedy, Parody, Original Work",3.35,2005.0
Capsule Boy,TV,26.0,,"Sci Fi, Family Friendly, Korean Animation, Proxy Battles, CG Animation, Original Work",3.35,2016.0
Lostorage Conflated WIXOSS: Missing Link,OVA,1.0,J.C.Staff,Sci Fi,3.35,2017.0
Happy Happy Clover,TV,13.0,Group TAC,"Shoujo, Animal Protagonists, Family Friendly, Forest, Non-Human Protagonists, Rabbits, Based on a Manga",3.35,2007.0
Time Bokan Series: Itadakiman,TV,20.0,Tatsunoko Production,"Mecha, Sci Fi, Original Work",3.35,1983.0
DECO*27: Yowamushi Mont Blanc,Music,,,Vocaloid,3.35,2010.0
Kyousougiga (2011),Web,1.0,Toei Animation,"Action, Comedy, Fantasy, Original Work",3.35,2011.0
Pinocchio-P: Kimi ga Ikite Nakute Yokatta,Music,,,Vocaloid,3.35,2017.0
Hachiouji-P: Heart Chrome,Music,,,"Dancing, Vocaloid, CG Animation",3.35,2014.0
Robin Hood,TV,52.0,Tatsunoko Production,"Adventure, England, Europe, Medieval, Thieves",3.35,1990.0
Orient,TV,,A.C.G.T,"Action, Shounen, Demons, Feudal Japan, Historical, Supernatural, Based on a Manga",3.35,2022.0
xx,Movie,,,"Abstract, No Dialogue, Shorts",3.35,2012.0
Irresponsible Captain Tylor Music Video Collection,Music,,,"Comedy, Sci Fi, Aliens, Military, Outer Space, Space Opera, Based on a Light Novel",3.35,1994.0
Surii: Telecaster B-Boy,Music,,,Vocaloid,3.35,2020.0
Zutomayo: Saturn,Music,,,,3.35,2020.0
Galaxy Angel,TV,26.0,MADHOUSE,"Comedy, Sci Fi, Episodic, Outer Space",3.35,2001.0
Omoide Onigiri,Music,,,"Family Friendly, Minna no Uta",3.35,
The Silver Guardian II,TV,,Haoliners Animation League,"Action, Person in a Strange World, Virtual Reality, Based on a Manga",3.35,2018.0
millennium parade: Philip,Music,,PERIMETRON,"Action, Drama, Animal Protagonists, Anthropomorphic, Violence",3.35,2020.0
My First Girlfriend is a Gal,TV,10.0,NAZ,"Comedy, Ecchi, Romance, Shounen, Gyaru, Romantic Comedy, School Life, Based on a Manga",3.35,2017.0
Valkyria Chronicles: Gallian Chronicles Theater,DVD S,,A-1 Pictures,"Action, Comedy, Military, Based on a Video Game",3.35,2009.0
Argonavis: Goal Line,Music,,SANZIGEN,"Music, Rock Music, CG Animation",3.35,2019.0
IDOLiSH7: propo Dance!,Web,1.0,DandeLion Animation Studio,"Commercials, Dancing, Promotional, CG Animation",3.35,2021.0
Heisei Inu Monogatari Bow,TV,40.0,Nippon Animation,"Comedy, Slice of Life, Dogs",3.35,1993.0
Please Teacher: Marie Love Theater,DVD S,,,"Comedy, Romance",3.35,2002.0
Kotowaza House,TV,773.0,Eiken,"Slice of Life, Short Episodes",3.35,1987.0
Santaruupaa,Web,1.0,,"Comedy, Animal Protagonists, Christmas, No Dialogue, Non-Human Protagonists, Shorts, Slapstick",3.35,2020.0
Medabots,TV,52.0,BEE TRAIN,"Action, Non-Human Protagonists, Proxy Battles, Robots, Tournaments, Based on a Video Game",3.35,1999.0
Dr. Slump: Arale-chan - Penguin Mura Eiyuu Densetsu,TV Sp,,Toei Animation,"Comedy, Sci Fi, Shounen",3.35,1982.0
Full Dive: This Ultimate Next-Gen Full Dive RPG Is Even Shittier than Real Life!,TV,12.0,ENGI,"Action, Comedy, Fantasy, MMORPG, RPG, Virtual Reality, Based on a Light Novel, Violence",3.35,2021.0
Last Note: Akatsuki Arrival,Music,,,Vocaloid,3.35,2012.0
Genshiken: Second Generation Specials,DVD S,,Production I.G,"Comedy, Seinen, Otaku Culture, Based on a Manga",3.35,2013.0
Monster Rancher 2,TV,25.0,TMS Entertainment,"Action, Adventure, Fantasy, Monster-of-the-week, Monsters, Person in a Strange World, Based on a Video Game",3.35,2000.0
Ghost in the Shell: Arise - Another Mission,Other,,Production I.G,"Action, Sci Fi, Promotional, Shorts",3.35,2013.0
Last Note: Houkago Stride,Music,,,Vocaloid,3.35,2012.0
Bary-san no Shokoku Manyuuki,TV,47.0,Kachidoki Studio,"Comedy, Animal Protagonists, Birds, Non-Human Protagonists, Short Episodes",3.35,2016.0
Manga Kodomo Bunko,TV,51.0,,"Drama, Fantasy, Episodic, Family Friendly",3.35,1978.0
Cocomong 2,TV,26.0,,"Episodic, Family Friendly, Food Protagonists, Korean Animation, Non-Human Protagonists, CG Animation",3.35,2011.0
Kyushu Love Milk Club,Other,,Trash Studio,"Commercials, Promotional, Short Episodes",3.35,2006.0
Dokkoida?!,TV,12.0,ufotable,"Action, Comedy, Sci Fi, Shounen, Aliens, Non-Human Protagonists, Superheroes, Superpowers, Based on a Light Novel",3.35,2003.0
Space Runaway Ideon,TV,39.0,Sunrise,"Mecha, Sci Fi, Outer Space, Original Work, Violence",3.35,1980.0
Planetarium: Space Brothers - One Point of Light,Movie,,Digital Media Lab,"Drama, Seinen, Slice of Life, Childhood Promise, Based on a Manga",3.35,2012.0
Momo: The Girl God of Death,TV,,Group TAC,"Drama, Shinigami, Supernatural, Based on a Light Novel",3.35,2006.0
Hell Teacher Nube: Summer Holiday of Fear! Legend of the Sea of Suspicion,Movie,,Toei Animation,"Island, School Life, Supernatural, Based on a Manga",3.35,1997.0
Lamaze-P: Nanchoukei Danshi ga Taosenai,Music,,,Vocaloid,3.35,2016.0
Giga-P x Mitchie M: Wah Wah World,Music,,,Vocaloid,3.35,2020.0
Utsu-P: Ikiteru Obake wa Ikiteiru,Music,,,Vocaloid,3.35,2016.0
GeGeGe no Kitarou (1996),TV,114.0,Toei Animation,"Comedy, Japanese Mythology, Supernatural, Youkai",3.35,1996.0
Chiisana Koi no Monogatari: Chichi to Sally Hatsukoi no Shiki,TV,,,"Romance, Shoujo, Based on a Manga",3.35,1984.0
The Fruit of Evolution: Before I Knew It My Life Had It Made,TV,12.0,Hotline,"Adventure, Comedy, Drama, Fantasy, Romance, Isekai, Person in a Strange World, RPG, Summoned Into Another World, Based on a Light Novel, Violence",3.35,2021.0
Konohana no Sakuya Mori,Movie,,Tomoyasu Murata Company,"No Dialogue, Shorts, Stop Motion Animation",3.35,2015.0
Fire Emblem Heroes - Book III Movie: Cohort of the Dead,Web,1.0,Summer 2019,"Action, Fantasy, Short Episodes, Supernatural, Based on a Video Game, CG Animation",3.35,2019.0
Juunenbun no Watashi e,Web,1.0,Flat Studio,"Promotional, Shorts",3.35,2020.0
B Rappers Street,TV,50.0,Pie in the sky,"Comedy, Crude, Music, Short Episodes",3.35,2019.0
Yasashi-sa,Music,,,Minna no Uta,3.35,2001.0
Hulaing Babies Petit,TV,12.0,Fukushima Gaina,"Comedy, Chibi, Short Episodes, Original Work",3.35,2020.0
Aesop's World,TV,26.0,Sunrise,"Adventure, Fantasy, Animal Protagonists, Anthropomorphic, Family Friendly, Non-Human Protagonists, Short Episodes",3.35,1999.0
Gatekeepers,TV,24.0,GONZO,"Action, Comedy, Sci Fi, Aliens, School Life, Superpowers",3.35,2000.0
Leave it to Piyoko!,OVA,8.0,MADHOUSE,"Comedy, Aliens, Chibi, Episodic, Gag",3.35,2003.0
The Legend of Nezha,TV,52.0,,"Chinese Animation, Family Friendly",3.35,2003.0
Kimi ni Maji Kyun!,DVD S,,,,3.35,2016.0
Ai Shoujo Pollyanna Monogatari,TV,51.0,Nippon Animation,"America, Family Friendly, Family Life, Historical, Lifestyle Change, Orphans, World Masterpiece Theater, Based on a Novel",3.35,1986.0
GENERATIONS from EXILE TRIBE: Brand New Story,Music,,,,3.35,2019.0
Polyphonica,TV,12.0,Ginga-ya,"Fantasy, Romance, Magic, Music, Based on a Visual Novel",3.35,2007.0
Last Note: Mukiryoku Coup d'État,Music,,,Vocaloid,3.35,2013.0
Mafumafu: Berserk,Music,,,,3.35,2015.0
Sasami: Magical Girls Club 2,TV,13.0,AIC Spirits,"Magical Girl, Family Friendly, Henshin Heroes, Magic, Original Work",3.35,2006.0
Makyou Densetsu Acrobunch,TV,24.0,,"Action, Mecha, Sci Fi, Outer Space",3.35,1982.0
Fate/Apocrypha: Seihai Daisen Kaimaku-hen,TV Sp,,A-1 Pictures,"Action, Fantasy, Magic, Recap, Superpowers, Swordplay, Based on a Light Novel",3.35,2017.0
Hello Kitty no Yappari Mama ga Suki,OVA,1.0,,"Animal Protagonists, Anthropomorphic, Cats, Family Friendly, Non-Human Protagonists, Sanrio Characters",3.35,1992.0
Mafumafu: Batsu Game,Music,,,,3.35,2016.0
Kyou no 5 no 2: Kagai Jugyou - Mizukake,DVD S,,Lyrics,"Comedy, Seinen, School Life, Based on a Manga",3.35,2008.0
Robotan,TV,104.0,,"Comedy, Sci Fi, Family Friendly, Non-Human Protagonists, Robots, Based on a Manga",3.35,1966.0
Shin Mashin Eiyuuden Wataru Majinzan,OVA,2.0,Sunrise,,3.35,1989.0
True Tears Epilogue,DVD S,,P.A. WORKS,"Drama, Based on a Visual Novel",3.35,2010.0
Seishun Anime Zenshuu,TV,32.0,Nippon Animation,"Drama, Episodic, Historical, Based on a Novel",3.35,1986.0
Nono-chan,TV,61.0,Toei Animation,"Comedy, Slice of Life, Family Friendly, Family Life, Based on a 4-Koma Manga, Based on a Manga",3.35,2001.0
Ping Pong Club,TV,26.0,Grouper Productions,"Comedy, Ecchi, Seinen, Sports, Crude, Gag, Ping Pong, School Club, School Life, Based on a Manga, Nudity,, Sexual Content",3.35,1995.0
Dr. Slump Movie 8: Arale-chan Hoyoyo!! Tasuketa Same ni Tsurerarete...,Movie,,Toei Animation,Comedy,3.35,1994.0
Release the Spyce,TV,12.0,Lay-duce,"Action, School Life, Original Work",3.35,2018.0
Konpeitou,Music,,,"Family Friendly, Minna no Uta",3.35,2011.0
Mahou Sensei Negima! Introduction Film,OVA,3.0,XEBEC,"Comedy, Shounen, Short Episodes, Based on a Manga",3.35,2004.0
Kuricorder Quartet: Ashi,Music,,,,3.35,2011.0
Kotetsushin Jeeg,TV,13.0,Actas,"Action, Mecha, Sci Fi, Super Robot, Original Work",3.35,2007.0
Manga Jinbutsushi,TV,365.0,,"Black and White, Educational, Family Friendly, Short Episodes",3.35,1970.0
Majokko Tickle,TV,45.0,Toei Animation,"Fantasy, Magic, Witches",3.35,1978.0
Yuuki Yuuna is a Hero: A Sunny Place,TV Sp,,Studio Gokumi,"Action, Drama, Fantasy, Magical Girl, Henshin Heroes, Magic, Recap, Original Work",3.35,2017.0
Naruto Spin-Off: Rock Lee & His Ninja Pals,TV,51.0,Pierrot,"Comedy, Shounen, Chibi, Gag, Ninja, Parody, Based on a Manga",3.35,2012.0
GeGeGe no Kitarou: Youkai Tokkyuu! Maboroshi no Kisha,Movie,,Toei Animation,"Japanese Mythology, Supernatural, Youkai",3.35,1997.0
Saga of Tanya the Evil - War Report,TV Sp,,NUT,"Action, Fantasy, Magic, Military, Recap, Based on a Light Novel",3.35,2017.0
Gatekeepers 21,OVA,6.0,GONZO,"Action, Sci Fi, Aliens, Superpowers",3.35,2002.0
Sakura Capusule,OVA,1.0,Lerche,"Drama, Slice of Life, Childhood Friends, Original Work",3.35,2014.0
The Boy Who Saw The Wind,Movie,,Brain's Base,"Adventure, Fantasy, Military, Orphans, Superpowers, Based on a Novel, Violence",3.35,2000.0
Mashin Eiyuuden Wataru,TV,45.0,Sunrise,"Adventure, Comedy, Mecha, Sci Fi, Person in a Strange World",3.35,1988.0
Macross Frontier: Gooorgeous,Music,,,"Idols, CG Animation",3.35,2017.0
A Journey Through Fairyland,Movie,,Sanrio,"Fantasy, Romance, Classical Music, Family Friendly, Interspecies Relationship, Magic, Music, Original Work",3.35,1985.0
Mitchie M: Ansatsu Princess,Music,,,"Action, Assassins, Vocaloid",3.35,2019.0
Inagawa Junji no Sugooku Kowai Hanashi,Other,,,"Horror, Short Episodes, Supernatural, Based on a Novel",3.35,2017.0
Virtua Fighter,TV,35.0,TMS Entertainment,"Action, Hand to Hand Combat, Martial Arts, Based on a Video Game",3.35,1995.0
Doukoku no Nightmare,Web,16.0,Fall 2012,"Sci Fi, Androids, Music, Robots, Short Episodes, Superpowers, CG Animation, Original Work",3.35,2012.0
The Heroic Legend of Arslan (1991),OVA,6.0,Aubec,"Adventure, Fantasy, Magic, Medieval, Middle Eastern, Political, Rebellions, Royalty, Swordplay, War, Based on a Light Novel, Mature Themes,, Suicide,, Violence",3.35,1991.0
Ninja Scroll: The Series,TV,13.0,MADHOUSE,"Action, Feudal Japan, Ninja, Original Work, Violence",3.35,2003.0
Bomberman B-Daman Bakugaiden V,TV,50.0,MADHOUSE,"Action, Adventure, Sci Fi, Family Friendly, Monster-of-the-week, Superpowers, Based on a Video Game",3.35,1999.0
Yorushika: Kumo to Yuurei,Music,,,"Ghosts, Supernatural",3.35,2018.0
3x3 Eyes,OVA,4.0,Toei Animation,"Action, Fantasy, Seinen, Demons, Magic, Based on a Manga, Explicit Violence",3.35,1991.0
Magical Witch Punie-chan Specials,DVD S,,diomedea,"Comedy, Fantasy, Magical Girl, Shounen, Dark Comedy, Gag, Henshin Heroes, Magic, Royalty, Slapstick, Based on a Manga, Violence",3.35,2006.0
Deltora Quest,TV,65.0,OLM,"Action, Adventure, Fantasy, Medieval, Swordplay, Based on a Novel",3.35,2007.0
Kino's Journey -the Beautiful World- the Animated Series: On Your Way,DVD S,,Lerche,Picture Drama,3.35,2017.0
MARS RED,TV,13.0,Signal.MD,"Action, Sci Fi, Historical, Supernatural, Vampires",3.35,2021.0
Fight Tension Depart,TV,11.0,DLE,"Comedy, Short Episodes",3.35,2007.0
Chikasugi Idol Akae-chan,TV,12.0,DLE,"Comedy, Short Episodes, Based on a Mobile Game",3.35,2014.0
Lalalacoco,TV,13.0,Studio Comet,"Slice of Life, Animal Protagonists, Cats, Family Friendly, Non-Human Protagonists, Short Episodes",3.35,2020.0
Hachioji-P: Twinkle World,Music,,,"Vocaloid, CG Animation",3.35,2014.0
Bottom-tier Character Tomozaki OVA,OVA,2.0,Project No.9,"Comedy, Romance, Shounen, Slice of Life, Short Episodes, Based on a Light Novel",3.35,2021.0
Puchimas! Petit [email protected] - Takatsuki Gold Densetsu Special!! Harukasan Matsuri,DVD S,,,"Comedy, Chibi, Idols, Based on a 4-Koma Manga, Based on a Manga",3.35,2013.0
Crayon Shin-chan Movie 16: Chou Arashi wo Yobu Kinpoko no Yuusha,Movie,,Shin-Ei Animation,"Comedy, Crude",3.35,2008.0
Akichi Asobi: Playground,Movie,,,"Shorts, Original Work",3.35,2013.0
Pororo the Little Penguin: The Racing Adventure,Movie,,,"Fantasy, Animal Protagonists, Anthropomorphic, Birds, Cars, Family Friendly, Korean Animation, Non-Human Protagonists, Penguins, Racing, CG Animation",3.35,2013.0
Rilakkuma: Oyasumi,Web,1.0,,"Animal Protagonists, Bears, No Dialogue, Non-Human Protagonists, Promotional, San-X Characters, Shorts",3.35,2015.0
Just 4U: Daitan Futeki ni Koi Shitai,Music,,,"Dancing, Idols",3.35,2018.0
Futsuu tte Nandarou?,Other,,,"Educational, Episodic, Family Friendly, Short Episodes",3.35,2018.0
Hanasaka Tenshi Tenten-kun,TV,43.0,Nippon Animation,"Comedy, Shounen, Angels, Crude, Based on a Manga",3.35,1998.0
Bouken Korobokkuru,TV,26.0,Eiken,Adventure,3.35,1973.0
Zo Zo Zombie,Web,26.0,J.C.Staff,"Comedy, Shounen, Family Friendly, Non-Human Protagonists, Supernatural, Zombies, Based on a Manga",3.35,2020.0
Chaos;HEAd,TV,12.0,MADHOUSE,"Mystery, Psychological, Supernatural, Thriller, Based on a Visual Novel, Violence",3.35,2008.0
Tanabata no Oto,Web,5.0,,"Slice of Life, Promotional, Short Episodes",3.35,2019.0
Rapid Rouge,Web,1.0,Khara,"Action, Japan Animator's Exhibition, Samurai, Shorts, War, CG Animation",3.35,2015.0
Dokaben,TV,163.0,Nippon Animation,"Sports, Baseball, Based on a Manga",3.35,1976.0
Hatsune Miku CM: Tsutaetai Koto ga Aru yo,Other,,,"Commercials, Educational, Family Friendly, Pandemic, Vocaloid",3.35,2020.0
Hi-Speed Jecy,OVA,12.0,Pierrot,"Action, Sci Fi, Based on a Novel",3.35,1989.0
Pianoman,Web,1.0,Echoes,"Fantasy, Amnesia, Music, Shorts, CG Animation, Original Work",3.35,2020.0
Getter Robo,TV,51.0,Toei Animation,"Action, Mecha, Sci Fi, Combining Mecha, Super Robot, Based on a Manga",3.35,1974.0
Marumofubiyori,Web,8.0,Sanrio,"Animal Protagonists, Bears, Family Friendly, Non-Human Protagonists, Sanrio Characters, Short Episodes",3.35,2017.0
Tsurikichi Sanpei,TV,109.0,Nippon Animation,"Comedy, Shounen, Slice of Life, Sports, Fishing, Tournaments, Based on a Manga",3.35,1980.0
kemu: Kamisama Nejimaki,Music,,,Vocaloid,3.35,2012.0
Palette: Shikisai no Shoujo,Web,1.0,,"Drama, Fantasy, No Dialogue, Shorts",3.35,2017.0
Boukyaku Battery: Jump Festa 2020 Special,Web,1.0,MAPPA,"Comedy, Shounen, Sports, Baseball, School Club, Based on a Manga",3.35,2020.0
Christopher Columbus,TV,26.0,Nippon Animation,"Adventure, 15th Century, Biographies, Historical",3.35,1992.0
Tokko,TV,13.0,AIC Spirits,"Horror, Seinen, Police, Based on a Manga, Explicit Violence,, Mature Themes,, Nudity,, Physical Abuse",3.35,2006.0
HoneyWorks: Yakimochi no Kotae,Music,,,"Romance, School Life, Vocaloid",3.35,2013.0
Yu-Gi-Oh! GX,TV,180.0,Gallop,"Sci Fi, Shounen, Card Battles, High Stakes Games, School Life, Tournaments, Based on a Manga",3.35,2004.0
Blue Drop,TV,13.0,Asahi Production,"Action, GL, Sci Fi, Shoujo-ai, Shounen, Aliens, Interspecies Relationship, LGBT Themes, Non-Human Protagonists, Based on a Manga, Mature Themes,, Physical Abuse",3.35,2007.0
kemu: Haikei Doppelganger,Music,,,Vocaloid,3.35,2017.0
Otona no Ikkyuu-san,TV,13.0,Spring 2016,"Comedy, Historical, Short Episodes",3.35,2016.0
Magical Hat,TV,33.0,Pierrot,"Adventure, Comedy, Fantasy, Family Friendly, Original Work",3.35,1989.0
ClassicaLoid 2nd Season,TV,25.0,Sunrise,"Comedy, Sci Fi, Classical Music, Music, Original Work",3.35,2017.0
Pleasant Goat and Big Big Wolf Movie 4: Mission Incredible - Adventures on the Dragon's Trail,Movie,,Creative Power Entertaining,"Adventure, Animal Protagonists, Anthropomorphic, Chinese Animation, Dragons, Family Friendly, Non-Human Protagonists",3.35,2012.0
mothy: Nemurase Hime Kara no Okurimono,Music,,,Vocaloid,3.35,2011.0
